Sentence,hate_label
Damn!,0
"All right,
next up, Naysha Lopez.",0
"Hi, Ru.",0
Tell me about this outfit.,0
"It feels like it's
painted on you.",0
Yeah.,0
It's actually all airbrushed.,0
"And more to the point,
your ass is real?",0
Yes.,0
It's real.,0
You got it from your Mama.,0
And my daddy.,0
"Does your daddy deal
in medical-grade silicone?",0
This is fun.,0
"I think this is something
different for you.",0
"Now the outfit
in the group,
it was like
part Dolly Parton,
and then the circle
that wasn't really a circle.",0
"In terms of the outfit
in your group,
were you in charge of that?",0
"It was a group challenge,
so we really participated
with everything
when it--you know--
Well, Chi Chi's
shaking her head.",0
"You're saying it was not
a group effort?",0
"No, the thing
Thorgy had on her head,
that's what I wanted
to wear as the actual costume.",0
I see.,0
"I'm not gonna
be in a cardboard box.",0
"Oh, okay.",0
Absolutely not.,0
"Is this the first
you all are hearing
any dissention from Chi Chi?",0
She was just disconnected.,0
I see.,0
"You know, like, it was,
like, ""Hey, Chi Chi,
""you want to come over here
really quick?",0
"You know, we're gonna look
at some references,""
and it's like,
""All right.",0
"Whatever.""",0
"Well, they was--
I was told to
step my drag up,
and that's what
I wanted to do.",0
"So tell me why you're
out here in a bathing suit
with no corset and a belt.",0
"I don't have the expenses
to pay for something like this.",0
I'm in a bankruptcy.,0
"I just don't have--
Hold on.",0
"You don't need money,
girl.",0
That's never an excuse.,0
I know you can turn a show.,0
"What concerns me
is the attitude a little bit.",0
"I'm getting the feeling
that you have fought very hard
to be where you are.",0
"I get it,
but we're lifting you up.",0
Let us.,0
"Preach, Mama.",0
Preach!,0
I hear you.,0
"I'm sorry, y'all,
that, you know,
I just kind of
halfed it, and--
No, no, it's okay.",0
"It's cool, sister.",0
"I don't want y'all
to feel like that, you know,
I tried to throw y'all
under the bus or anything, but--
What is this bus
everybody keeps talking about?",0
"I think she means
the B-41,
down Flatbush Avenue.",0
"Thank you, ladies.",0
"While you un-tuck backstage,
the judges and I
will deliberate.",0
"Aka let y'all have it,
but nice.",0
"Just between us Sunday girls,
what do you think?",0
"Let's start with
Bob The Drag Queen.",0
"Bob was giving me
a little attitude,
A little?",0
"This is
a high-pressure competition.",0
Absolutely.,0
"And I think personality things
that they may not even
like in themselves
sometimes come out.",0
And Bob did stand out.,0
"Bob has a lot of charisma
and seems to know who he is.",0
Thorgy Thor.,0
"She delivered
on this challenge.",0
"There's just something
so quirky about her.",0
I agree.,0
I was totally drawn to her.,0
"Michelle, you had an issue
with her outfit.",0
"There was just so much
going on.",0
Did she paint sideburns on?,0
"Down her cheekbones
and around her jawline,
down her neck,
and down her arms.",0
"I think her challenge
in this competition
is to edit it down.",0
Acid Betty.,0
"You know, I watch this show
all the time,
and I was kind of waiting
for this ""Wow"" moment,
and that was Betty's runway.",0
Lizard queen!,0
"In the performance
just was not cohesive for me,
and because of it,
she was completely swallowed up
by those other two girls.",0
Derrick Barry.,0
"Most frustrating
thing, for me,
is how temporary Derrick
is in performing.",0
"And she's so not used
to performing something
other than Britney.",0
"But she, you know,
really had an outstanding voice.",0
"But it's hard
to judge her as her,
because Ru,
think about Chad Michaels.",0
Mm-hmm.,0
"She can do tons
of other drag than Cher.",0
"Derrick has to find a way
to break through that mold.",0
Let her break the ice.,0
"I kind of lost her
in the performance
to the other two.",0
"Now, she was eliminated,
and we brought Naysha back.",0
"She wants to be here so bad,
I can tell.",0
Uh-huh.,0
"She's trying so hard,
but I don't know
if she is giving us enough.",0
Chi Chi DeVayne.,0
"In the performance,
she was the standout for me.",0
"She does have this mysterious
magnetic quality.",0
"On the runway, however,
there's no excuse
for you to come out here
being that basic.",0
No.,0
"I watch this show
all the time,
and you cannot wear
the same shoes
for the challenge
and the runway.",0
"Okay, I could not love
Chris Stein more.",0
That's amazing.,0
Silence.,0
I've made my decision.,0
Bring back my girls.,0
"Who's gonna
feel the rapture?",0
Keep watching.,0
The tide is high.,0
Who's moving on?,0
Let's watch.,0
"Welcome back, ladies.",0
"Based on your
new wave performances
and your main stage
presentations,
I've made some decisions.",0
"Bob The Drag Queen,
you're safe.",0
Thank you.,0
"Thorgy Thor,
you're safe.",0
Thank you.,0
"Acid Betty, your runway look
was a bright spot,
but in the challenge,
you were overshadowed.",0
You're safe.,0
Oh.,0
"I'm Jewish, but I'm praying
to all the gods,
so thank you.",0
Oy gevalt.,0
"Mishpocheh,
you may join the other girls.",0
"Derrick Barry, you didn't quite
ace your Dragometry test.",0
"Naysha Lopez,
in neon, you are radioactive,
but your performance
was not electrifying.",0
"Chi Chi DeVayne,
your runway ouch-fit
didn't dominate.",0
"Derrick Barry...
You're safe.",0
I am gagging.,0
Thank you.,0
You may join the other girls.,0
"Naysha and Chi Chi,
I'm sorry, my dears,
but you are both
up for elimination.",0
"Whoo, child,
I did not see that coming.",0
Again?,0
What the fuck?,0
"There's just no way
that I'm gonna go home again.",0
"Two queens
stand before me.",0
"Prior to tonight,
you were asked to prepare
a lip-synch performance
of ""Call Me"" by Blondie.",0
"Ladies,
this is your last chance
to impress me
and save yourself
from elimination.",0
"The time has come...
for you to lip-sync
for...your...life.",0
"The only thing
that keeps going in my mind
is, ""Girl, hustle.",0
"Make it work.""",0
"I'm gonna lip-sync
for my fucking life.",0
"Good luck,
and don't fuck
it up.",0
"Color me your color,
baby
Color me your car
Color me your color,
darling
I know who you are
Come up
off your color chart
I know
where you're coming from
Call me
Call me
Naysha's got moves, but Chi
Chi's got guts.",0
"It is on, babies.",0
"Naysha is flipping
out tricks and flips
that I had
no idea she had.",0
Chi Chi better beware.,0
"Share the wine
Call me
Call me
Bam!",0
"Oh, my God.",0
"Chi Chi just went in
for the kill...
Oh!",0
"And when I say kill,
I mean there was
blood everywhere.",0
"Oops, man bun.",0
Whoo!,0
Whoo!,0
Yeah!,0
"Call me
Call me
My love
Call me,
call me any anytime
Call me
Call me
On the line
Call me,
call me any
These are two
fierce, hungry queens.",0
"Call me
Ladies,
I've made my decision.",0
"Chi Chi DeVayne,
shantay, you stay.",0
Thank you so much.,0
"You may join
the other girls.",0
"Naysha Lopez,
your beauty and your bootie
did double-duty
this season.",0
Now sashay away.,0
"Props to you, Mama.",0
"Werk, Naysha.",0
Bye.,0
"I was giving it 110%,
and am I a little upset
that someone
that's giving 50%
and not committed
at all is still here?",0
"Yeah, absolutely.",0
"I want to tell the girls,
""Stop your fucking
complaining.",0
"""Get your shit together,
and don't forget,
Ru has me on speed dial.""",0
So you just never know.,0
"Condragulations,
ladies.",0
"And remember,
if you can't love yourself,
how in the hell are you
gonna love somebody else?",0
Can I get a amen in here?,0
Amen.,0
All right.,0
Now let the music play.,0
"Thanks for watching my girls
get it on in neon.",0
"Next week, who knows what
they're gonna wear.",0
Or where they're gonna be.,0
"Ooh, consider my attention
snatched.",0
"Previously on
""RuPaul's Drag Race""...
Hey, get it, gurl.",0
Form your own New Wave bands.,0
Totally tubular.,0
"Our costumes
should be cardboard cutout
geometric shapes.",0
"Yeah, no.",0
"All T, no shapes.",0
Hot and saucy!,0
Eww.,0
"Rectangle girls
of the world
I'm every girl,
in a circle I run
Well...",0
"In terms of the outfits
in your group,
were you in charge of that?",0
It was a group challenge.,0
"Well, Chi Chi's
shaking her head.",0
"The thing
Thorgy had on her head.",0
That's what I wanted to wear.,0
"Sorry, girl.",0
"I'm not gonna
be in a cardboard box.",0
"Nobody puts Derrick
in a box.",0
Condragulations.,0
"You are the winner
of this week's challenge.",0
Yes!,0
Snatched it.,0
Chi Chi DeVayne.,0
"Shantay, you stay.",0
Naysha Lopez.,0
"Sashay, away.",0
And there she goes again.,0
Ugh.,0
"Ooh, Chi Chi.",0
"Oh, Lord.",0
"How do you feel, Chi Chi?",0
"Tonight there was a lot
of drama on the runway.",0
"I ain't gonna be
in no bottom again.",0
"I apologize, Derrick.",0
"If I'm feelin' some kind of way,
I completely shut down.",0
Mm-hmm.,0
And I have to change that.,0
"I mean, it's just me being
a bitch.",0
I'm sorry.,0
"Well, at least she's
an apologetic bitch.",0
"Well, this is my second week
in the bottom three.",0
I am so happy to still be here.,0
"I was in shock
that it was not you lip-syncing.",0
It was Naysha.,0
"But Chris and Debbie
thought I stood out.",0
"Chris was like, ""I think
you could impersonate Debbie.",0
"And we'll take you out on tour.""",0
They may have been on drugs.,0
I want a drug test.,0
"Yeah,
I didn't hear you get that.",0
"But--
I did get told
that my performance
was phenomenal.",0
Which you didn't get told.,0
All right.,0
"Derrick, I think
you just missed the point,
but it's not a big deal.",0
Okay.,0
"Well, I don't know
if there was a point.",0
"It's just Bob talking
is your point all the time.",0
"But you'll do, like,
side shady comments,
and it's funny,
but when I do side shady
comments, it's like, over.",0
No.,0
"No, but what you--
Anyone else see this?",0
Am I on Lonely Island?,0
"Am I on Staten Island or am I
living in Manhattan right now?",0
You're right.,0
Thank you.,0
"Ooh,
she got a attitude.",0
I don't see that I do that.,0
"I can't wait
till you do it again.",0
"It'll be, like, five minutes.",0
"This kind of shade
we haven't seen in a long time.",0
Damn.,0
"The two of you, honey.",0
That is a pot boiling.,0
"Derrick's, like,
""I ain't never
make jokes about anyone ever.""",0
"Hey, Bob.",0
"If I want to do
ratchet drag next week,
can you give me any tips?",0
Ooh hoo hoo!,0
"If you want to do, like,
memorable drag next week,
I can give you some tips.",0
"So all I need to do
is not wear a wig
and I'll be told by
the judges that I'm pretty.",0
Babe.,0
Didn't I remind you guys?,0
"I said, ""In about five minutes,
she'd make a shady comment
out of nowhere""?",0
And I did.,0
"What I said wasn't meant
to hurt your feelings.",0
You're trying to be spiteful.,0
You see the difference?,0
"Your intentions
weren't to hurt me?",0
"No, they weren't to hurt.",0
"If I wanted to hurt you,
you'd be cryin'
right now, bitch.",0
"I will never cry
over you at all.",0
Don't give me a challenge.,0
"I work on the strip with
really big drag personalities.",0
"So if you think
you're gonna come for me,
I am not that innocent.",0
"I'm glad they revved up,
because the games
have just begun.",0
"Yes, honey,
'cause tonight
it's the Snatch Game,
supermodel edition.",0
"$100,000.",0
"With extra special
guest supermodels
Chanel Iman
and Gigi Hadid!",0
How do I look?,0
"Looking good,
feeling snatched.",0
We're Les Chicken Wings.,0
"You know what I love
about this process?",0
"I'm becoming, like,
a morning person.",0
"I'm up at, like, 6:00,
and I'm like, ""It's 6:00!""",0
"Rise and shine, honey.",0
All day person.,0
Yeah.,0
"You're like,
""It's mornin', evenin',
and night!",0
Yeah!,0
"Yeah!""",0
Whoo!,0
I'm boisterous.,0
I'm excited to be here.,0
"I'm on my favorite
fucking TV show.",0
And that bothers some people.,0
"Sorry, girl.",0
"Sorry, not sorry.",0
"Whoo, girl.",0
"She done already
done had herses.",0
"Carol Channing, Brittany G.
Whoo!",0
"On a game show
with a bunch of queens.",0
"Judge Judy, Maggie too...",0
Yes!,0
"Little Richard, we love you.",0
"Drag queens with an aptitude
for thinking fast
and being crude.",0
Don't just stand there.,0
Let's get to it!,0
Make me laugh.,0
There's nothing to it.,0
"Bang, bang, bang, bang.",0
"Okay, that was
a whole bunch of clues
as to what's coming up.",0
"Oh, this show is deep.",0
Wow.,0
Ladies.,0
"For this week's maxi challenge,
we're going to break
out of the studio
as we drive
along the Hollywood freeway
looking for fresh roadkill.",0
"Then, back in the workroom,
you'll need to transform
the furry little pelts
into evening gowns
that scream
""#CritterCouture.""",0
Come on!,0
It'll be fun.,0
"Hell,
who am I kiddin'?",0
"It's time to play
the Snatch Game.",0
"Well, it is season eight.",0
"And with this show,
you never know.",0
So no roadkill?,0
Not even for a mini challenge?,0
"Impersonate a celebrity,
fill in the blanks,
and stake your claim
as a front-runner
in this competition.",0
"Gentlemen, start your engines.",0
And may the best woman win.,0
"Who you doin', baby?",0
I was gonna do Nancy Grace.,0
Which is brilliant by the way.,0
"Yeah, I think it's funny.",0
"Because she's so, so funny.",0
Over the top.,0
"Oh, she's the craziest.",0
Right.,0
"And just have outrage
at every--everything.",0
Every corner.,0
"I'm impersonating
Nancy Grace, herself,
because she seems
like a major bitch,
and I can relate to that.",0
Not me.,0
I'm doing Diana Vreeland.,0
Who?,0
"She was the first
editor in chief
of ""Vogue"" in the '60s.",0
Oh.,0
"Do you think
that's a hair obscure?",0
I love Diana Vreeland.,0
Fake it.,0
Look her up.,0
Months.,0
"Jinkx Monsoon and BenDeLaCreme,
my Seattle sister wives,
won Snatch Game each year
that they were on.",0
"So there's a lot
of pressure on me to be great.",0
"What character
are you doing?",0
"Well, I was going
to do Whoopi Goldberg.",0
"""The Color Purple"" is, like,
one of my favorite movies.",0
And it's so quotable.,0
"Everyone knows
""The Color Purple.""",0
"Harpo, who this woman?",0
"Since I found out I was gonna
be on the show.",0
"And I cannot wait to be able
to prove that I am a performer.",0
I'm not just a runway queen.,0
Who are you doing?,0
"I'm torn
between Whoopi Goldberg,
Uzo Aduba,
who is an actress on, um,
""Orange Is The New Black""...
Oh, yeah.",0
"And my last choice
is probably my favorite,
but I look the least like her,
is Carol Channing.",0
Why would you do--well.,0
"I know some folks
are gonna question
why is a 6'2"" black man
doing Carol Channing, but it's
because I feel a connection
with Carol Channing.",0
I really do.,0
"Aww, such a nice kid.",0
Miss Celie?,0
"You really do look like
Miss Celie.",0
I sure is ugly.,0
"I want to show you how much
I look like Whoopi Goldberg.",0
"So Bob basically has,
like, ten characters
that he could possibly do.",0
"All the sudden, he's got
the ""Sister Act"" outfit on.",0
"He is, like, really giving
that Whoopi look.",0
"I think that if you hit a man,
a man has the right
to knock you out.",0
"You don't want
to get hit by a man,
don't go around hittin' people.",0
That's all I'm sayin'.,0
"Sister Mary Clarence
never said that.",0
"I'm realizing,
""Oh, shit.",0
"I might be out
of my league here.""",0
"So I'm gonna have to go
with my plan B backup.",0
Aww.,0
Whoopi.,0
"Excited for Snatch Game,
that he's changed
his character, like, 90 times.",0
"I think these
are the moves
you got to do
to be Uzo Aduba.",0
"But the brightest bulbs
have a way of dimming suddenly
or just going out.",0
"Coming up...
You've got to stay in character,
and you've got to make me laugh.",0
"Hello, RuPaul.",0
I am here.,0
"My Shocantelle you
that I do have a penis.",0
Yeah.,0
Ouch.,0
Be right back.,0
Welcome back.,0
"Today's challenge--
Ding!",0
Ding!,0
Ding!,0
Is gonna be Snatch Game.,0
"It's a celebrity impersonation,
so you have
to make people laugh.",0
"So I'm gonna be busier
than a one-legged cat
in a sandbox.",0
Me-ow!,0
"Hey, celebrities.",0
Hey!,0
"Are you ready
to snatch my attention?",0
"Hi, Chi Chi.",0
Mama Ru.,0
Who are you doing?,0
I'm doin' Eartha Kitt.,0
Uh-huh.,0
"How are you gonna make
Eartha funny?",0
"Um, I know
that she played Catwoman
and I have two cats at home.",0
Winner!,0
"Well, that--there it is!",0
You've got two cats at home.,0
"To play Snatch Game,
you've got to stay in character,
and you've got to make me laugh.",0
Yeah.,0
All right.,0
See you out there.,0
All right.,0
Thank you.,0
"Hi, Kim Chi.",0
"Have you decided on what
character you're gonna portray?",0
"Um, there's two characters
I'm debating between.",0
First one is...Pearl.,0
"I bet you didn't
see that one coming.",0
Is there something on my face?,0
"Okay, she might have just
won this one already.",0
"I started doing drag
with Pearl,
who was on season 7,
so I know her quirks
really well.",0
Right.,0
Right.,0
"And who's your
other character?",0
"The other one
is kind of obscure.",0
Uh-huh.,0
"Kimmy Jong-un, maybe.",0
Who?,0
Kimmy?,0
"Kimmy, yeah.",0
"Kimmy Jong-un is a huge risk,
but if I turn
the North Korean dictator
into a drag version of him,
it would be a chance
for me to show
another side of Kim Chi
that's a little fucked up.",0
"I like
where this is going.",0
"So a villainous evil dictator
or Pearl?",0
Kimmy Jong-what?,0
"A made-up character,
my friend.",0
"I really hope that
lands her in the bottom.",0
"Mean, girl.",0
"Hey, Derrick
Hey, Ru
Are you gonna do Britney?",0
It's an obvious choice.,0
"But this is my chance
to show everyone
that I'm more than
just a Britney impersonator.",0
Uh-huh.,0
"And so
I think I'm gonna go
with Laura Bell Bundy's
character.",0
"Yes,
she's the country singer
Broadway star.",0
Right.,0
"And she made up
all these characters,
and Shocantelle
is my favorite one.",0
Uh-huh.,0
"She is a black girl
trapped in a white girl's body.",0
"Girl, what?",0
"Can I see a little bit
of your Laura Bell Bundy
character?",0
"Hello, RuPaul.",0
I am here.,0
"My Shocantelle you
that I do have a penis.",0
"You know, sometimes
the most obvious thing
is the thing to do.",0
"You just have to decide
where you want to go.",0
Stakes are high.,0
"There's $100,000 on the line.",0
"Yeah, that's true.",0
"All right, Derrick.",0
"Thank you, Ru.",0
Bye.,0
Bye.,0
"I really should have
become a diplomat.",0
You're welcome.,0
Thorgy Thor.,0
That's me.,0
"Wait a minute, let me see.",0
"I'm getting, uh,
Charles Manson.",0
No.,0
No?,0
"Uh, I'm doing Michael Jackson.",0
"How are you gonna make
Michael Jackson funny?",0
His little quirks.,0
"His little movements
that I have down.",0
Yeah.,0
"Who's your biggest
competition here?",0
"You know, I'm gonna say Bob.",0
"You know, what you're asking us
to do in this season,
Bob is really excelling at,
which is pissing me off.",0
Officially.,0
"Well, let me tell you this,
Thorgy.",0
And this might help you.,0
"You second-guess
and you take it into your head.",0
Constantly.,0
"This is an opportunity
for you to feel confident
going with your gut
and not overthinking things.",0
Yeah.,0
"All right, Thorgy.",0
I'll see you out there.,0
Okay.,0
Shamone.,0
I'm bad.,0
You know it.,0
Ah-hee!,0
Gather round.,0
"Tomorrow on the runway,
the category is
""Night of 100 Madonnas.""",0
Ahh!,0
My God!,0
It's finally happening!,0
"Wait to see
what everybody comes up with.",0
It's gonna be amazing.,0
"So express yourself,
'cause it's a celebration.",0
So don't fuck it up.,0
Holiday.,0
Bye.,0
"Bye, Ru.",0
"Don't go for second best,
baby.",0
"Oh, look.",0
Welcome to Snatch Game!,0
"Let's meet
our supermodel contestants.",0
"""Vogue"" cover girl Chanel Iman.",0
Hey.,0
"And ""Sports Illustrated""
bombshell Gigi Hadid.",0
"Hi, Ru.",0
"Hi, darling.",0
I'm so excited.,0
"Are you ready
to meet our stars?",0
We are.,0
Yes.,0
"First up, the king of pop,
Michael Jackson.",0
"That Thorgy is so
off-the-wall.",0
"You say that
like it's a bad thing.",0
The king of pop is here.,0
"Next, we have the sister
of the supreme leader
of North Korea, Kimmy Jong-un.",0
Anyoung haseyo.,0
"Oh, my goodness.",0
"I just know my emails
are gonna get hacked
after this show airs.",0
You know what I mean?,0
"Next up, television host
and former prosecutor,
Nancy Grace is here.",0
"Hello, Nancy.",0
"You know,
I'm worried about
the children, RuPaul.",0
"There's reefer smokers
influencing them every day.",0
All right.,0
All right.,0
"Outlook
not so good.",0
"Legendary ""Vogue""
fashion editor,
Diana Vreeland.",0
RuPaul!,0
"What's in this season, Diana?",0
How the hell should I know?,0
"Up next, reality superstar,
Tiffany ""New York"" Pollard.",0
"New York is in
the mutha-fucking house.",0
"Up next,
Eartha Kitt is here.",0
How are you?,0
"You're not wearing
any panties, are you?",0
Who wears panties?,0
What are those?,0
"You know, I ask myself
the same thing every day.",0
Britney Jean Spears is here.,0
I don't wear panties either.,0
"You don't
wear panties either?",0
"Especially when I get
out of cars.",0
It's funny 'cause it's true.,0
All right.,0
"From ""Orange Is The New Black"",
Uzo Aduba is here.",0
Don't say anything stupid.,0
Don't say anything stupid.,0
"Uh, how you doin', RuPaul?",0
"Are you ready
to play the game?",0
I'm excited.,0
"I don't know
why you all gaggin'.",0
"She bring it to you
every season.",0
"Ah-ah-ah-ah-ah, Snatch Game.",0
Coming up...,0
"I wrote down ""weapons
of ass destruction.""",0
"Aww, man,
going to commercial already?",0
"This snatch
was just getting started.",0
We'll be right back.,0
"All right,
smooth criminals.",0
"Time for more M.J.
and more Snatch Game.",0
Welcome back to Snatch Game.,0
Here's how the game works.,0
"I ask a question,
and you give an answer
that you think will match
our supermodel contestants.",0
First question.,0
Gigi Hadid.,0
"There's a new dating app
for drag queens.",0
"When you join,
the first question they ask
is, ""How big is your blank?""",0
Let's go to Gigi Hadid.,0
How big is your wig?,0
I love that!,0
"Let's go to our superstars
and find out
if you got any matches.",0
Okay.,0
"Let's start with Kimmy Jong-un
from North Korea.",0
"The first question
they ask is, ""How big is your""?",0
"I wrote down
weapons of ass destruction.",0
Weapons of ass destruction.,0
A lady never tells.,0
"Well, thank you,
the unbreakable Kimmy Jong-un.",0
Ms. Eartha Kitt.,0
"Well, I'm sorry, Gigi...",0
"But I said,
""Big furry balls.""",0
"How big is your big
furry balls?",0
"Honey, get your mind
out of the gutter.",0
Of course.,0
"Hey, Eartha Kitty, girl.",0
Prosecutor Nancy Grace.,0
"Well, as everybody knows,
not only do I do newscasting,
but I also was on another show
where I danced.",0
"So I said, ""How big
are your bunions?""",0
What do you do for bunions?,0
"Well, I was told
you can get 'em shaved off.",0
That's what they do.,0
I'm about to get that done.,0
Eww.,0
All right.,0
"Sorry, Gigi.",0
Not a match.,0
"Let's move on to
Tiffany ""New York"" Pollard.",0
How big is your clock?,0
"Because drag queens
love a big-ass clock, right?",0
"Ru seems to be throwing Naomi
every bone she can find.",0
"Do you like a big clock,
yourself?",0
But this dog won't catch.,0
Chanel Iman.,0
"It's your turn now, darling.",0
"The big bad wolf
is a drag queen.",0
"Instead of huffing,
and puffing,
and blowing,
she blanks the house down.",0
Shakes?,0
"She gonna shake
the house down.",0
"Shake it but don't break it,
Mama.",0
Mm.,0
"All right, well,
let's go to our celebrities
and find out
if you've got a match.",0
"Let's start
with Latoya's brother,
Michael Jackson.",0
"I just said,
""Takes a long nap
in a bed
with everyone they know.""",0
"Michael, that's crazy.",0
Thank you.,0
Mm-hmm.,0
"Let's move on
down to Diana Vreeland.",0
"I used to work
for ""Vogue"" magazine.",0
"But I heard that now
""Vogue"" means a dance.",0
"So I think they vogue
the house down.",0
"Okay, that could have been
cute.",0
"Snatch Game's all about
delivering and committing.",0
Come on!,0
As Jinkx and Dela?,0
"Ooh, girl.",0
"Them girls is gonna--
I was about to say
they gonna hang you,
but I ain't gonna say that.",0
Eartha Kitt.,0
"Instead of huffing, puffing
and blowing,
she blanks the house down.",0
She licks the house.,0
Ooh.,0
Licks the house down.,0
"And speaking of lick,
it's time for my bath.",0
What?,0
"Oh, you--
Okay.",0
"Ha, ha.",0
That's what cats do.,0
"Ha, ha, ha, ha.",0
"Eartha Kitt
didn't do that, Chi Chi.",0
You don't know her life.,0
Down to Britney Jean.,0
She reads the house down.,0
"That's not a match,
unfortunately, Chanel Iman.",0
"But has Eartha Kitt
got your tongue?",0
I've had that tongue before.,0
You have?,0
Good girls gone bad.,0
Yeah.,0
"Yeah, yeah,
yeah, yeah, yeah.",0
"You should do
that one more time.",0
"Yeah, yeah, yeah.",0
"I would be very
popular in prison.",0
I believe her.,0
All right.,0
Crazy Eyes.,0
"Because you pretty,
I just wrote a poem...
Yeah.",0
To Iman.,0
"A-Once a queen named Iman
remind me of the Sun.",0
"Instead of her
supermodel life,
She can be...
my wife.",0
"Okay, I don't know
if Bob's winning,
but I think she just got a date
with Chanel Iman.",0
Next question.,0
Let's go to Gigi Hadid.,0
"Lady Bunny has an unusual way
of celebrating gay pride.",0
"Instead of the rainbow flag,
she hangs her blank
out the window.",0
Her tucking panties.,0
That's what I wrote.,0
"Let's go to the king
of pop and hear
if you have a match.",0
"Oh, Ru.",0
"It's not a match,
but I said, ""She waves
her blanket.""",0
"Say ""Hi.""",0
"Oh, hi, Blanket.",0
"Hi, Blanket.",0
"Hi, hi.",0
Bye-bye.,0
"Oh, please be careful.",0
You don't want Blanket to fall.,0
No.,0
"Oh, thank you.",0
Yes.,0
"Moving on down
to Tiffany ""New York"" Pollard.",0
"When I think of Pride,
I think of...my hair.",0
So I said $800 weave?,0
That's an $800 weave?,0
"Well, of course.",0
Blended.,0
Yes.,0
Yes.,0
"Naomi's ""New York""?",0
"Wuh-wah
I'm sorry, Gigi.",0
"You didn't get
a match this time.",0
Maybe next time.,0
"Well, look who's here.",0
"I'm sorry
that I'm late.",0
"But, uh, Uzo Abu-boo
left the stage
and she asked me
if I would fill in.",0
"Hello, darling.",0
Carol Channing.,0
"Oh, thank you.",0
All right.,0
Chanel Iman.,0
"Sally the Supermodel
is so lactose intolerant,
when the photographer
says, ""cheese,"" she blanks.",0
Sneezes.,0
She sneezes!,0
It could happen.,0
Go down to Nancy Grace.,0
She sends out an Amber Alert.,0
Nancy Grace is terrible.,0
"It's important
to keep the children
safe from the boozers
and the users
and the reefer smokers.",0
It's lifeless.,0
"It's basically Acid Betty
turned into Boring Betty.",0
Flaccid Betty?,0
"Let's move on down
to Britney Spears,
the princess of pop.",0
"She, ""Oops.",0
"I did it again.""",0
Ahh.,0
"Do you mean
between me down there?",0
She had diarrhea.,0
"All right,
let's move on to Diana Vreeland.",0
"I've worked with Sally
for so long.",0
"She pops a pill, RuPaul.",0
She pops a pill.,0
"There is so much talk
about drugs.",0
"I have-haven't taken
anything but Lipitor
for the past ten years.",0
"You don't really
get a buzz off of that.",0
"Now, is there an anal option?",0
"I might happen to have a Fleet
or two in my home.",0
A Fleet enema.,0
"Now you're talkin'
my language.",0
"If you stay ready,
you ain't got to get ready.",0
What she said.,0
"Eartha,
I didn't know
that was you down there.",0
"It's me, darling.",0
"From here,
I couldn't tell if you were
Della Reese or Luther Vandross.",0
I couldn't see.,0
"These aren't even
my good glasses.",0
"But back to
the matter at hand.",0
"I just wrote ""corn"".",0
That's always a good answer.,0
"You know, there's no dairy.",0
"And it comes out the way
you put it in, RuPaul.",0
I don't remember having corn.,0
"Well, listen.",0
"On that note, I am sorry, folks,
but we are well out of time.",0
"It was a really
close game,
but the winner is...
Charo!",0
"Charo, what?",0
We all win!,0
I win!,0
You won!,0
She won!,0
Mwah!,0
"Coming up...
You were so good.",0
Amazing.,0
Happy judges?,0
"I know you don't
want to miss this.",0
Yass!,0
We'll be right back.,0
Get into the groove.,0
"Madonna runway
coming right up.",0
What?,0
"I can't believe she--
Always the purse.",0
"It's elimination day,
and it is the
Night of the 100 Madonnas.",0
"This is the runway
I've been waiting for
since this show began!",0
"If you know me, you know my
Madonna is everything.",0
Great minds think alike?,0
"Kimono
they better do.",0
"In New York, it's funny.",0
"It's like we're always put
in these boxes of, like,
what people's expectations
of who we are as, you know,
drag artists?",0
Yes.,0
"Now, even people
are putting Brooklyn in a box.",0
Brooklyn doesn't accept me.,0
"I think there's a lot
of queens at home
who do not interact with me.",0
"It sucks that none of them
ask me to be a part
of their community.",0
So I don't fit in anywhere.,0
"There are certain definitions
of ""drag.""",0
"You know, and there's,
like, ""I'm put in it 'cause
I'm the 'look queen.'""",0
"I've had fights
with those people
where they're like, ""Oh,
you're not a drag queen.",0
"You just do looks.""",0
Yes.,0
Mm-hmm.,0
"It hurts me, actually,
that I'm a lone soldier.",0
"And I think
that's that huge wall
that I put in between me
and myself and everybody else.",0
"I think this show's
a great platform, though,
because it kind of shows
that we do something more
than just stand around
and serve booze.",0
Yup.,0
"You know, or sit around
and be a bitch.",0
Yeah.,0
"You know,
I do all these shows.",0
I make all these things.,0
But I'm also a musician.,0
"What I really want to do is,
like, do a grand,
like, event,
like, ""Thorgy
and the Thorchestra.""",0
Fabulous.,0
"Like, a 40-piece orchestra,
and I want to conduct in drag.",0
"I am a professional violinist,
violist, cellist.",0
"You know, I've played
at Carnegie Hall many times.",0
"I feel like I'm
the perfect medium
to kind of appeal to, like,
the younger generation
and make Classical music cool.",0
"It's a throwback to, like,
events where, like,
you dressed up just to get
on the red carpet.",0
I love that.,0
"Do you have any siblings, Bob?",0
"I have two brothers, actually.",0
Uh-huh.,0
How many do you have?,0
"I have eight brothers
and three sisters.",0
"Damn, Gina.",0
Crazy.,0
You said you were adopted?,0
Yeah.,0
"Did they have a talk where
they were, like, ""You know--""
Where they went, like, one day,
like, ""Well, just so you know.""",0
"Well,
it's--like it's very obvious
that I'm adopted.",0
These are my parents.,0
"So growing up
with white parents.",0
A rainbow family.,0
"Like, this is my mom.",0
She's gorgeous.,0
