Sentence,Label
Lmfaoooneehrjgksjshf lana and RON’s highlight I’m sorry they are not my winners #loveisland #,<s>
# Best part of tonight so far ?......knowing that I will no longer be having my ears assaulted with that incessant bloody squealing! 😀,<s>
yk what i have been rooting for lana and ron from the v start but  kai and sanam must win theyre literally the most adorable  #,<s>
"Kai is such a good soul and he’s seriously smitten with Sanam. No game playing either. Good to see 👏🏻👏🏻

#loveisland #",<s>
"Tom with the waistcoat on 😍😍😍😍
# # #",<s>
"Wow guys it’s the end of another season, time to say goodbye to the Love Island twitter community. It’s been a LONG but fun few weeks. Till summer… adios 🫶🏾#loveisland # #loveislanduk # https://t.co/ATWeB78AXA",<s>
"Kai and Sanam are literally the cutest and so genuine, regardless of what happens, it’s beautiful to see 💕 #loveisland #loveislanduk https://t.co/66aeslfVwt",<s>
"""Keep it to yourselves, whatever makes you feel comfortable. "" 🥰 so wholesome
#loveisland #",<s>
WAIT KAI AND SANAM GET BACK ON MY SCREEN UGHHH #loveislanduk #loveisland https://t.co/ZZrC5WPUii,<s>
We can skip this review 🙄 # # #TALKSWITHASH,<s>
I know Olivia will be dieing inside when Kai wins 🥰🥰… we NEED them to win #loveisland #loveislanduk,<s>
The way I can’t wait for a reunion of this season like some of these people need to watch the show and return with a vengeance #loveisland #,<s>
He wanted to make her his girlfriend I'm such a special way that it needs to be outside the villa!! how cutee #loveisland   #,<s>
WHY MAYA SAYING FINALLY AS IF THEY ALREADY WON ALREADY EVEN THOUGH THEY HAVE WON 🙄 #loveisland  #loveislandUK #Loveislandfinal,<s>
theres never been two people who have deservedto win the way kai and sanam have omgi cant do this #loveislanduk #loveisland https://t.co/lMO0aYoUgt,<s>
"Kai with the waistcoat on 😍😍😍😍
# # #",<s>
Kai’s redemption &amp; journey during  # https://t.co/nt18x9FPdg,<s>
"I can fully see why Kai and Sanam have the jobs they do. Kind, genuine people. They deserve the money🤍

# #",<s>
#,<s>
"They’re the winners bruh!!! Like look at them!! Radiating, soo much chemistry I can feel it thru the screen # #loveisland",<s>
Sanam has tears ... Everyone's thinking it #loveislandfinal #loveisland #,<s>
Liv watching the Kai &amp; Sanam interview 😂😂😂🍿 # # # https://t.co/YmiJP3gZXU,<s>
"Maya's, dress looks wet 'n torn up, kinda like she walked through a 'drive-through car wash' 'n it got mashed up... # #",<s>
kai and sanam were both raised so right they’re perfect #loveisland #loveislanduk  https://t.co/lGrv3B3AVo,<s>
"Oh just bloody stop it now, Kai and sanam are too cute! The way they’re just so cuddly and seem so obsessed and in love omg😭 I PRAY they get married and have kids #",<s>
I hope they call their first baby Kim! #loveisland # https://t.co/7pJ1mupf7L,<s>
I’d pay to have Sanam’s dimples  # #,<pad>
Kai pulling a face when Maya reminded him he was originally coupled up with Olivia 😂 # #loveisland https://t.co/pkarWyBIHu,<s>
"These guys have been more entertaining than the islanders this year… 
#loveisland  #loveislandfinal # https://t.co/gB9ONZDCnr",<s>
i used to hate love before kai and sanam ahhh look at me now ughh #loveislanduk #loveisland https://t.co/yHWtpTGZHD,<s>
SANAM IS SO EFFING CUTE STOPPPPPPPPPP IT #loveisland #,<s>
Kai and sanam got me smiling n shit…. #loveisland #loveislandUK https://t.co/9g3pXcbpEn,<pad>
THEY DESERVE THIS WIN #loveisland # https://t.co/SKJPIhVHA2,<s>
"Omg Sanam 🥹🥰 she’s actually so cute, she has me crying in my house…Kai you better treat her right! # # #TALKSWITHASH",<s>
SANAM LOOKS SOOOOOOOOOOOOOO GOOD WOW #,<s>
Well it looks like Ron’s game plan worked 🤷🏾‍♀️ #loveisland #,<s>
"I would be so bad at the speech
# # #",<s>
KAI AND SANAM MUST WIN #loveisland # #loveislandfinal https://t.co/ivukHvGebh,<s>
DID MAYA SAY KAI DODGED OLIVIA? LOOOOOL #loveisland # https://t.co/G3k7X7fcjl,<s>
"These guys 😭😭

# #loveisland # https://t.co/KufzB7RpIk",<s>
# what happenedd?,<s>
SANAM SAID THE L WORD AAHHHHHHHHHHHHHHHHHHHHHHHH #loveislanduk #loveisland https://t.co/8tqCR7UB8y,<s>
Sanam is drop dead gorgeous 😍😍😍 #loveIsland #,<s>
That’s what we love Kai. You and Sanam are too well suited # #loveisland,<s>
Leaked picture of Toms original poem #loveisland # https://t.co/u0KImVKdYC,<s>
Eight of the sweetest love island girls and sanam is one of them 🥺🥰 #loveisland #loveislanduk #loveislandfinal https://t.co/gK5iamSC0k,<s>
Sanam in looooveeee #,<s>
Tom and Samie deserved the win idc #loveisland # #loveislandfinal,<s>
Omg Sanam said she fell in love #loveisland #loveislanduk https://t.co/JIQt7u9HSW,<s>
My reaction when Kai wins 🥲 # https://t.co/u5yTWUjaAW,<s>
I dont get why everyone is hating on lanas dress... # #loveisland,<s>
I swear if Ron and Lana win….#loveisland # #KAI #sanam https://t.co/1qN0QelxEe,<s>
"KAI , I SAW THAT FACE 🤣🤣 # # https://t.co/paqbBUYYah",<s>
"Sunam looks stunning tonight 👏🏻👏🏻

#loveisland #loveislanduk",<s>
my reaction when kai and sanam win #loveisland #loveislanduk  https://t.co/lGrv3B3AVo,<s>
Ron only cares about winning look how excited he is #loveisland #,<s>
"Kai and Sanam not giving a shit about Olivia

# #loveisland # https://t.co/v8snUnRfnz",<s>
MAYA JAMA SHOWING KAI AND SANAM BEST BITS COS WR KNOW THEY CAME IN 2ND PLACE 🙄 #loveisland #loveislandUK #loveislandfinal,<s>
just announce the damn winners already #loveisland #loveislanduk https://t.co/ufXsqvNXvY,<s>
"Why do I have a feeling Ron and Lana are gonna win? I don't wanna manifest it by mistake, but come onnnnnn

# #",<s>
"Tanya and all that damn squealing,  ugh stop #",<s>
"Can the guys dance together lol

#GayOrgy #    # # #Will",<s>
"Olivia right now …realising that Kai might win 
 # https://t.co/2FjT8PcGj0",<s>
"Would you look at that, the two couples who were voted the least compatible are the top 2 
# # https://t.co/qfBDQfzxQK",<s>
# https://t.co/c4b5DsDTRf,<s>
"Waking up to see SKAI is top two against Ron &amp; Lana and I swear if SKAI don’t win, I’m going to scream in this house lol # # #TALKSWITHASH",<s>
"These guys have been more entertaining than the islanders this year… 
#loveisland #loveislandfinal # https://t.co/AN7BQgKANU",<s>
LETS GOOOO! #loveisland # https://t.co/ZjSJ0G3qqS,<s>
God they’re dragging this out #loveisland #,<s>
"if you guys actually have gone secretly voted ron and lana i will actually not be pleased, ill be so displeased that i will not be tuning in ever again (fr this time) #loveislanduk  #loveisland https://t.co/mkRAoAy0uB",<s>
"Between Ron and Lana, I would like Sanam and Kai to win but absolutely can't stand some kainam fans who just thrive on hate #loveislanduk #loveisland",<pad>
So who else is surprised its not Tom and sammie ?? #loveisland #loveislandaftersun #,<s>
"If fourth and third place are so embarrassing, why don't you get up there in June and get first place??? Since it's so easy🙄.Sitting behind your phones like losers and putting down peoples achievement. Y'all just bitter losers lol. #loveislanduk",<s>
"Maya babes, pls can you leak the winners just for the extra entertainment x

# #",<s>
Ok I take it back…..                                  KAI AND SANAM 1st place                           RON AND LANA 2nd place                            TOM AND SAMMIE 3rd place                        SHAQ AND TANYA 4TH PLACE #loveislandaftersun # #loveisland #ITV2 https://t.co/c7TrfRy8kW,<s>
JUST GIVE THEM THE DAMN MONEY AND LETS GO TO BED #loveisland # https://t.co/S5gm2AGpMN,<s>
Kai &amp; Sanam to win #  # # https://t.co/ut33EJZmIX,<s>
Nah it’s actually Twitter vs Facebook. Facebook is Ron and lana. Twitter is Sanam and Kai 😭😭 # #loveisland https://t.co/pZSE9YdZTq,<s>
Who tf is actually voting for Kai the biggest loser in the villa and Ron who constantly gas lights. Please enlighten me cause these votes are WACK #loveisland  #,<s>
#loveisland Everything crossed 🤞🏽❤️🙏🏽✌🏾 #kaiandsanam # #itv2 https://t.co/TsGoOsyLFn,<s>
When they play Sanam and Kai’s mini clip and there isn’t a hurdle in SIGHT. Our winners 👑#loveisland # https://t.co/ARP1DnZ01s,<s>
"If a month ago you said that Ron and Kai would be the final two couples I’d have laughed, yet here we are #",<s>
"Me if Kai and Sanam don’t win 

#loveisland # https://t.co/KRSkYjFS3C",<s>
"I will see you all in June ✨️✨️
#loveisland # https://t.co/vm1qfCItyL",<s>
Kai &amp; Sanam might actually win ahhhhh #loveisland #loveislanduk https://t.co/3jxWPEuzZC,<s>
1st place Kai and Sanam or we riot  ✅✅✅✅✅✅✅✅✅✅✅✅ #loveisland #loveislanduk,<s>
So how many more ads we guessing? 8? 15? #loveisland # https://t.co/zNFoUgrR5c,<s>
Can we crown Sanam &amp; Kai already 🥱🥱 #loveisland #loveislanduk,<s>
love island and these damn ad breaks. 🧍🏽#loveisland # https://t.co/ZwpzXpMh83,<s>
WINNING COUPLE? RON AND LANA OR KAI AND SANAM?????? # #,<s>
Sammie is naturally pretty. This make up on her tonight is 😕#,<s>
The TWO BULLY BACK 🔪 COUPLES ARE GONZO 😂😂😂👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽 Imgine the public got to vote . Delighted for Kai Sanam Lana &amp; RON - The bullying that man went through delighted for him 🫵🏽🫵🏽🫵🏽💪🏽💪🏽💪🏽 NEVER LET ANOTHER HUMAN PUT YOU DOWN 😎 #loveisland  #loveislandaftersun # https://t.co/XGclyD9a52,<s>
our 2023 winner baby #loveisland # https://t.co/7GdKyR7Xx8,<s>
Maya Jama outbombshelled the bombshells #loveisland  #loveislandfinal #loveislanduk https://t.co/NVJzFV8HbP,<s>
now we need ron &amp; lana in second place. kai &amp; sanam deserve the win. # # https://t.co/Zx9HUvug30,<s>
"Kai and Sanam for the win 👏🏻👏🏻👏🏻👏🏻

By far the most compatible couple in this series of #loveisland  

#",<s>
did tom just say the best part of his experience was the ferrari!? oh oh oh #loveislanduk  #loveisland https://t.co/6hfKqyh5Ie,<s>
i pray they announce the new season of big brother during the ad break 🙏🙏#loveisland #loveislandUK #bbuk #Bigbrotheruk https://t.co/gEATAUW9dc,<s>
Feel like Kai and sanam just prove that the right person makes you better because Kai pre sanam vs with sanam feels so different #,<s>
So the least compatible couples have got further than the couples that voted for them #loveisland # https://t.co/IJbuDBIRCL,<s>
"I feel like Kai will never live ""Kim?"" down 🤣🤣

# #",<s>
Tanya saying she knows her man and knew  he was gonna be standing on his own is CRAZYYYYY #loveisland # https://t.co/Dgu9Mrlfya,<s>
Oh surprised 😯 #TomandSammy # #loveisland,<s>
"Y'all should let your hate go already and get a life already. Casa is gone already, they've worked through it and became stronger. It's annoying how yall hate are so unnecessary #loveislanduk",<s>
Omg anyone but Lana and Ron to win please. The couple with zero percent chemistry #loveislanduk #loveisland,<s>
The way they paused when asked if they’ll come boyfriend and girlfriend #loveisland #loveislanduk https://t.co/KoXGua3VHu,<s>
its actually quite embarrassing that the people who werent voted least compatible are third and fourth teehee #loveislanduk  #loveisland https://t.co/B2yVsTrfkV,<s>
if ron and lana win i will stop watching this show for good #loveisland # https://t.co/eEybpTGJ5L,<s>
"I'm glad that the hair &amp; make-up department didn't give, Tom, super thin eyebrows! By the looks of it, they've in fact, actually 'thickened' 'em up a bit! # #",<s>
"Tom and Samie 3rd ! 

We’re nearly there team Kai &amp; Sanam  🙌🏾🤞🏾 

#loveisland #loveislanduk https://t.co/Hv1YJ0qbDy",<s>
The Martin montage in their Love Island journey video I'm screamingggg 💀 # https://t.co/PI22Q8eQi3,<s>
What has the makeup artist done to the girls' eyebrows? 😬 #loveisland #,<s>
I have hope now please let Kai &amp; Sanam win  # #,<s>
"I will miss Shaq and Tanya. Drown out the hate, grow and learn from your mistakes and love shall rule!💗 #loveisland #loveislanduk",<s>
"This nation has finally put race to the side and 2 people of colour are finally going to win 

#loveisland # https://t.co/ciB0mBrWSH",<s>
"now that the top 2 worst couples are in bottom, idm who wins # # https://t.co/sEXbu66DT0",<s>
Let’s goooo! Kai &amp; Sanam are that much closer!! # #loveisland,<s>
"fuck , my heart is beating so fucking fast right now. thank god it wasn’t kai &amp; sanam lawdddd. # # https://t.co/OQN3BNv09n",<pad>
Tom and Sammie really thought they’d take that win🤭 #loveisland #,<s>
Tom and Sammie third place ahhh #,<s>
Plot twist: Love Island haven’t rigged the votes this year #loveisland # https://t.co/3huQPT9T60,<s>
"Oh I’d be real nervous if I was Shaq’s relative too 🫠

#loveisland #loveislanduk",<s>
Yassss fuck yesss can I get my hopes up #loveisland # #Kanam #Skai https://t.co/SS6r29rTf2,<s>
Lovely to see this Samie getting humbleeed after all that act around Ron #loveisland #,<s>
"who is voting for Kai honestly 🥴 

#loveisland  # #loveislandfinal #loveisland2023 https://t.co/6MrmwUyjVh",<s>
Istg if Kai and Sanem don't win # https://t.co/C842JrWgJU,<s>
@freefrommayo Literally 🔥 # #,<s>
WHAAAT I thought Lana and Ron would go before them 😫. Kai and Sanam to win #loveisland  #,<s>
Didn't expect tom and Samie to be 3rd 😯 #loveisland # #loveislandfinal #,<s>
"Time to watch the Love Island final!!
# # #",<s>
"In third place, Tom &amp; Samie 🤍

# #",<s>
The fact they FOCUSED more time on Tanya &amp; Martin’s part of the relationship 😭😭😭 #loveisland #loveislanduk  https://t.co/Jjq4v7V8N5,<s>
FUCKING RON AND LANA MAN SMH #loveisland #loveislanduk,<s>
"I’m surprised at this. Really thought it would have been Ron and “wifey material” in third 🤷‍♀️🤷‍♀️

#loveisland #",<s>
RON AND LANA ARE THE WINNERS OFC 🙄 #loveisland #loveislandUK #Loveislandfinal,<s>
LANA AND RONS REACTION... THEY ARE SO SHOCKED #loveisland # https://t.co/xLW5aoARG7,<s>
Shaq coming to the realisation watching through the old footage like 😬😬#  # https://t.co/4NH2L3cLLh,<s>
OMG WE DID IT OMG THANK YOU #,<s>
Ron and lana cannot win this 😒😒😒 #,<s>
YESSS ITS NOT RIGGED GUYS KAI AND SANAM COULD WIN #loveisland #loveislandUK https://t.co/Pw1O2YAVnq,<s>
THANK GOD THE ORDER THEY WERE STOOD IN WASNT THE ORDER. UGH CANT WAIT FOR KAI AND SANAM TO WIN # # https://t.co/DCW7T8bUv8,<s>
Ron &amp; Lana beat Tom &amp; Sammie 😳😳😳 plot twist ‼️ # #,<s>
Lana and Ron gonna win #loveisland # #loveislandfinal,<s>
"3rd place...surprised !!! Thought randy ronnie and lapdog lana for sure lol.....poor Tammie lol
#loveisland 
#",<s>
Did not expect that. Come on Kai and Sanam #loveisland #loveislanduk,<s>
Shaq introducingTanya to the other sister # https://t.co/H9Aolscxh6,<s>
Yessss Tom and Samie needed to be humbled 😀😀😀 #,<s>
"Noooo I wanted them to win 

#loveisland 
#loveislandfinal 
#",<s>
They replayed the bite scene # #loveisland https://t.co/KE99gLIA82,<s>
NO WAY THEY SNUCK MARTIN INTO SHAQ AND TANYAS BEST BITS oh the producers are sickkk! #loveislanduk # https://t.co/Vw8WpFAXtf,<s>
"And in fourth place is . . . .

# # https://t.co/GiryH8x6OY",<s>
Last burn for Shaq to watch the Martin kiss again # #loveisland,<s>
"Tanya, stop screeching like that, it's not cute, it's annoying! # #",<s>
SHAQ YOU BETTER RUN FOR YOUR LIFE AFTER THE FINALS IS DONE 🌚 #loveisland #loveislandUK #Loveislandfinal,<s>
SHAQ AND TANYAS RELATIONSHIP IS SO EMBARRASSING I CANT WATCH THIS #loveisland #loveislanduk,<s>
TANYA IS HOLDING BACK HER TEARS  #loveisland # https://t.co/wQwqV3RQEG,<s>
"The rest of Shaq's family waiting to meet Tanya

# #loveisland # https://t.co/yKqwxsm500",<s>
"Yassss Shaq &amp; Tanya got 4th place🏆.
#loveisland # https://t.co/Fqckbi7ex6",<s>
Well said Tanya. Hope you win his sisters over in the end # #loveisland,<s>
Ima miss love island twitter 🥹 #loveisland # see y’all in June 🫶 https://t.co/kB4se3jq6c,<s>
Not I know my man and I knew he would be there on his own… then why bring Martin back? # #loveisland https://t.co/uGQXPLY0e7,<s>
Shaq’s hair is really bothering him lool #loveisland #,<s>
4 th place Shaq &amp; Tanya #loveisland #loveislandaftersun # #shaq #tanya #Loveisland #loveIsland https://t.co/IUgx0pisly,<s>
we literally DO NOT CARE about the chats just tell us who the winners are #loveisland # https://t.co/jEBfHAnCUH,<s>
"So far I’m correct!

1st) Kai &amp; Sanam ?
2nd) Tom &amp; Sammie ?
3rd) Ron &amp; Lana ?
4th) Shaq &amp; Tanya ✅
# #",<s>
"I hope Tanya hasn’t forgot she’s missed about 3 months of uni work.

#loveisland # https://t.co/M1Xwzpt7rX",<s>
"I knew that, Shaq &amp; Tanya, would be fourth! It's, Tanya's, fault! Shaq, deserves a better placing, tbf, AND, a better girlfriend! # #",<s>
"At last, Shaq and Tanya….GONE 

Now for Shaqs sister to work her magic on him to make him realise what a player Tanya is 👍🏻😉😂😂😂

#loveisland #",<s>
Shaq and Tanya shouldn’t even be there nevermind 4th 😭🤦🏾‍♂️ #loveisland # https://t.co/6ODNxWSFyz,<s>
"Congratulations to Shaq and Tanya on coming in 4th place 
# # https://t.co/Q45H1KC5EA",<s>
"Tanya’s about to be reeeaaal salty when Kai and Sanam win this 

#loveisland #",<s>
Thank godddddddd kai and sanam for the win #loveisland #loveislandUK https://t.co/pNGiCvV64N,<s>
"Sanam is flawless, wow I genuinely fancy her face so much! #",<s>
"Aww...4th place..might have been 1st if not for Tanya gaslighting Martin lol....🤣
#loveisland 
#",<s>
Shaq would’ve come higher if he’d been on his own # #loveisland https://t.co/YrV9V9mFOr,<s>
"my predictions: 
1. Kai and Sanam
2. Tom and Samie
3. Ron and Lana
4. Shaq and Tanya
and if im right i win the 50k #loveislanduk # https://t.co/nUKFkHIDry",<s>
I think Shaq &amp; Tanya are getting 4th # #loveisland,<s>
3rd place Ron and Lana ✅ #loveisland #loveislanduk,<s>
THEY ALREADY GAVE AWAY THE WINNERS FORM THE ORDER AND ITS RON AND LANA 🙄 #loveisland #loveislandUK #Loveislandfinal,<s>
Loved tom and samies speech 😭❤ #loveisland #loveislandaftersun #,<s>
Love island producers better have a season worthy cast like season 5 &amp; 8 this summer if they know what’s good for them!! # #loveisland,<s>
Nah honestly we’ve watched this drag of a season already we don’t need a recap 😩 #loveisland  #,<s>
The Fiat 500 shall not win this time OBASHATA #loveIsland # https://t.co/0qXVGeUHp0,<s>
4th place Shaq and Tanya ✅ #loveisland #loveislanduk,<s>
"waiting for the shaq and ron beef and will and casey, ugh the reunion is looking too delectable #loveislanduk # https://t.co/msqQS3fBvi",<s>
Why haven’t we seen Kai &amp; Sanam’s best moments in this recap?? # #loveisland,<s>
"I think Martin scrannin' popcorn movie night while it was kicking off, might be my highlight of this series 

# #",<s>
When Martin watched it kick off between Tanya &amp; Shaq 😂 # #loveisland https://t.co/RnatTJE1RY,<s>
This is a long recap for a dead season  #loveisland # https://t.co/HIUliWwpfj,<s>
PLS ABEG JUST SKIP TO THE RESULTS PLSSSSS. SOME OF US HAVE SCHOOL TMRW #,<s>
Seeing all the messy shit we’ve witnessed over the past 8 weeks is making me miss it already 😂😂 #loveisland #loveislanduk  https://t.co/EX3yBggq4h,<s>
Tom throwing that jacket was so goofy this ain’t High School Musical #loveisland # https://t.co/1zm3MWncRq,<s>
I can’t forget Tanya’s behaviour during Casa # #loveisland https://t.co/hlEW8BP0iQ,<s>
I honestly throw up in my mouth every time the #loveisland  # girls go “sheee’s reaaaaady”,<pad>
"No, ""I licked her tit, or whatever"", kinda clip this season, eh! 😂 # #",<s>
Not them showing our favourite meme of the series #loveisland # https://t.co/Cjj9eEyMbw,<s>
"Olivia, only said, ""I forgot his name"", to try look like she didn't give a shit about, Kai! BUT, we ALL KNOW she proper rated him really! # #",<s>
"tired of this recap, if id known it would be this detailed i woulda saved myself the boring episodes #loveislanduk # https://t.co/JCzb0Yf1Rl",<s>
How OBSESSED Olivia was with Kai # #loveisland https://t.co/Wc9ihGcGjO,<s>
"""Kim"" is iconic  #",<s>
I don’t remember any of these people in the recap #loveisland #loveislanduk https://t.co/sI8uw9Zw54,<s>
"Remembering when Kai thought he knew someone at Casa and shouted 'Kim' 😂😂

# #loveisland # https://t.co/qVgiCZdxPg",<s>
“i FoRgOt HiS nAmE” HIS NAME IS KAI AND HE HAS MADE IT TO THE FINALS WHILE YOUR AT HOME WATCHING 😭 #loveisland #loveislandUK #Loveislandfinal,<s>
"Check out my 'House Music 2023' playlist on Spotify! Over 500 house tracks and updated throughout 2023! Over 30 hours of music! Click the link below to listen! 

https://t.co/jgL7LHu5H3

#loveisland #loveislandUK #loveislandusa #deephouse #housemusic #Spotify #house #music #Dance https://t.co/qfYpSxI2AX",<s>
"Love Island fans complain minutes into final over 'irritating' comment - ""stop trying to make 'we're ready' happen, it's not going to happen""... 😳 

#loveisland #loveislandaftersun #loveislanduk 

https://t.co/1mhZHPLG7z",<s>
“You are a community p*ns” LMAO THIS WOULD ALWAYS SEND ME #loveisland #loveislanduk,<s>
“youre a community penis” omg do you guys remember when this season had us on our seats until they dumped zara #loveislanduk # https://t.co/G4ExLZ3m1Y,<pad>
"Kai and Sanam are just so cute so much chemistry. I love them
#loveisland # https://t.co/4jFX8nhyHa",<s>
"Shaq and Tanya are so beautiful I hope their love grows and grows 
#loveisland # https://t.co/8g5t79c4ME",<s>
I'm just glad Zara found Jordan #,<s>
"Check out the best music of the 80's with 'The 80s Office Playlist'! Over 6 hours of the biggest 80's hits! Click on the link below to listen!
https://t.co/4TAkLatT8A

Don't forget to follow!
# # #Spotify #loveislandusa #Love #music #80s # https://t.co/WmlVrs8n0W",<s>
"Sunam is perfect, hoping her relation with Kai last for years  # https://t.co/Jp0WCn17K9",<s>
"“Do you think I flew 11 hours from England to piss you off” and “community penis” WERE ICONICCC 

#loveisland #loveislandfinal #loveislanduk https://t.co/0j8N0NT7T8",<s>
I WILL STILL NEVER FORGIVE YOU LOT FOR DUMBPING ZARA #,<pad>
"omg they just showed zara, i miss my girl so much i cant wait for everyone to see her and jordan dating during the reunion #loveislanduk # https://t.co/Hge5acRj9P",<s>
"Maya has been the only saving grace of this season,I hope she becomes the host for the new big brother series #loveisland  #loveislanduk #bigbrother #MayaJama https://t.co/56JvsL5LNQ",<s>
"I still believe Tanyel should have been in the final four

# #",<s>
"Moment of silence to remember David 

# #loveisland # https://t.co/ukpSEX5HlV",<s>
Having to watch Olivia again. Ugh # #loveisland,<s>
David who🤣🤣🤣 #,<s>
"Check out my 'Dance Chart Anthems 2020-2023' Over 72 of the biggest &amp; best Dance floorfillers from the 2020s so far! Click the link below to listen!

https://t.co/1HrNsNcpqT

# #music #Dance # #Spotify #hits # #  #house https://t.co/2n5wyBkQL3",<s>
YES ZARA GYAL YOU TELL HER AGAIN 😭 #loveisland #loveislandUK #Loveislandfinal,<s>
"Ron and Lana . . it’s still giving awkward couple at year 12 prom and I don’t know why 🥴

#loveisland #loveislanduk",<s>
"Ron's, trim lookin' fresh! # #",<s>
"Check out my 'Megahits' playlist! 169 of the biggest and best hits from the 80s, 90s, 00s, 10s &amp; 20s!
Click on the link below to listen &amp; to follow the playlist!

https://t.co/3IYZT1htUX

# #pop # #Love #loveislandusa #Spotify #music #hits # https://t.co/20xFVH2fnX",<s>
LMAO WHEN DID TOM COUPLE UP WITH OLIVIA 😭 #loveisland #loveislandUK #Loveislandfinal,<s>
tanya for the love of god STOP SQUEALING AND SCREAMING #loveisland # https://t.co/LijmvT5djd,<s>
"Ron shut up, then why did you come here if you didn't expect to find Love? #",<s>
Sanam # https://t.co/SYOqfR4SYz,<s>
Anyone else hate this season? Just felt off #loveisland  #loveislanduk,<s>
"Check out my Club Classics and current Dance Hits playlist! 145 massive anthems! Please Like, Follow and share! Click on the Spotify link below to listen! 

https://t.co/f9mSnpcq1n

#Spotify #music #dance #pop #hits # # # # https://t.co/vWvaxG4mJS",<s>
"Sanam: 'I always knew it was Kai'

Casey at home

# #loveisland # https://t.co/1NzUOQqu5X",<s>
"Tanya just can't resist screaming over anything can she 

# #",<s>
"Check out my 'Love Island Greatest Hits' playlist on Spotify! 89 of the biggest hits from the villa! Click the link below to listen &amp; follow the playlist! 
https://t.co/EXmad2iiyt

#loveisland # #loveislandusa #loveislandAU #Spotify #love #music #dance #pop #Hits https://t.co/LCsUnlmQIH",<s>
Sanam is BEAUTIFUL # #loveisland,<s>
If Kai and sanam win I NEED them to cut to a camera of Olivia’s reaction plssss #loveislanduk,<s>
Awww Kai said he absolutely adores her # #loveisland,<s>
"@janesonsy16 It's between those two, &amp; Lana &amp; Ron, for me, too # #",<s>
Shaq and Tanya gave us Love and Drama. Idc they are my winners  #,<s>
"Tanya jumped in that pool and all i could think was, noooooo!!!! your wig. # https://t.co/5Czb76eUVm",<s>
Come on ffs I just wanna know who wins #loveisland #loveislanduk https://t.co/M0H45F5ewg,<s>
"I hate to break it to fellow Kai and Sanam lovers but Ron and Lana are very popular with the Facebook voters 🤧#

Preferred order:
1st: Kai and Sanam 🫶🏻
2nd: Ron and Lana
3rd: Tom and Samie 
4th: Shaq and Tanya",<s>
NOW WE NEED MAYA JAMA AND STORMZY TO DO THEIR SPEECHES AND JUMP IN THE POOL TOGETHER 😭 #loveisland #loveislandUK #Loveislandfinal,<s>
After today I won’t have to hear Tanya screaming every 5 minutes Thank God #loveisland # https://t.co/vPxRocQlcK,<s>
yes lana make sure you drench that dress and rip it up and feed it to the fishes while youre at it #loveislanduk # https://t.co/LfqYgpE1IS,<s>
The only couple you’d vote for in your right mind!!! #loveisland #loveislandUK https://t.co/TGdz7co1Ii,<s>
"Every time Kai and Sanam are on screen

#loveisland # https://t.co/OaBjsE6DpM",<s>
"All these speeches just to break up before the years out. 

Hope Sanam and Kai survive tho!

#loveisland #loveislanduk https://t.co/2AOfJKuJzY",<s>
"Check out my 'Love Island Dance Party' on Spotify! Over 450 Dance hits from all 9 series and updated daily!  

Click on the link below to listen and follow the playlist on Spotify! 

https://t.co/MNlWfOF5Fh

# # # #Love #Spotify #dance #music https://t.co/hqwsS6yGRl",<s>
"@landloulou @ I agree…..
Ron and Lana all the wayyyyyy….. to get counselling  when they find out they’re brother &amp; sister 😊😊😊#loveisland   #Lovelsland2023 # https://t.co/QRweRnfuHR",<s>
Damnn Shaq is in love love #,<s>
"""Ur cuddle wuddles"" girl stfu #loveisland #loveislanduk https://t.co/bTcwCHTsd3",<s>
"Imagine how joke it would've been to have, Will, reading sumat out here! Man would've thrown two-two raps in there 'n all! 😂 # #",<s>
"all the speeches were good, except for toms because how can he say “youre a worldie” in it, hes quite horrid for that #loveislanduk #loveisland https://t.co/nWC4TzXnwb",<s>
KAI COULDNT EVEN CATCH SANAM LIKE HOW DARE HE 😭 #loveisland #loveislandUK #Loveislandfinal,<s>
Shaq crying while reading… it melts my heart🥺 #loveisland #loveislanduk,<s>
"Check out my 'Love Island 2015-2023' playlist on Spotify! Every song featured from all 9 series! Over 3,850 hits and 226 hours of music! Updated daily!! Click the link below to listen! 
https://t.co/agtQqc97OG

#loveisland # #music #Spotify #love #LoveislandUSA #Hits https://t.co/7TZowk3Obe",<s>
"I feel sorry for Shaq. I actually think he is in love with her despite her realising she had no chance of winning with Martin before coming running back. Your sister knows best Shaq 🤣
#
#",<s>
SHAQ IS CRYING ?? #loveislanduk,<s>
Omg Kai’s speech has made me love him as a person! What a lovely guy! So genuine with amazing morals! #loveisland # #kai,<s>
"Check out the 'Love Island 2023' playlist on Spotify! Every song featured so far from the new winter season &amp; updated during the show! Over 42 hours of music! Click the link below to listen! 

https://t.co/t2kFkDPMDj

#loveisland # #loveislandusa #Spotify #love #music https://t.co/qaag6EkHaE",<s>
Give the money to Kai and Sanam cause the teachers need it with all this striking #loveisland # https://t.co/yJEbfJxxaG,<s>
"Someone said this was Tom's speech, cryingggg

# # https://t.co/8eCgy5R5rN",<s>
"Sorry but Will and Jessie were robbed of being in the final

# #loveisland # https://t.co/Ryc01wXUep",<s>
shaqs A* in english lit really came out in his speech cause he ate sorry #loveislanduk #loveisland https://t.co/ysGxWrWyx4,<s>
